text,categories,expected_category
"P4104083 The Provision of Legal Advisers to Support Future Contracts This Direct Award is being offered under Panel RM6204 Rail Legal Services Framework and the Panel Terms and Conditions shall apply. A copy of the contract is provided with this Award Letter and includes those Panel Terms and Conditions. The call-off contract shall commence on the 8th February 2024 and the expiry date will be 31st March 2025 for a period of 13 months.The total contract value will be up to £70,000.00 excluding VAT.",legal_advisory_and_representation_services,legal_advisory_and_representation_services
"PROMIS (Property Management Information Service) Reports and Data Subscription The VOA has a requirement to renew its PROMIS (Property Management Information Service) subscription. The PROMIS service provides over 450 reports across 321 local markets across the UK.  These reports provide the VOA with independent in-depth analysis, covering the local economy, demand, supply, rents and yields and cover Offices, Logistics and Retail over an extensive list of locations, to give the VOA advantage when conducting Reval for rating purposes and also for defending the rating list. It can also be used by DVS for investment valuations such as capital gains Tax or accounting valuations.",subscription_services,subscription_services
"C002021 PEN Testing For each agreed testing scope, the NHS Scotland Health Boards requires a written CHECK report with CVSS (latest version throughout the contract) score and recommendations for each reported vulnerability. The report is to be provided to the designated Information Asset Owner for each system and to the NHS Scotland Health Board’s representative (this will be agreed with the winning supplier) within 5 working days of the completion of testing.",systems_and_technical_consultancy_services,systems_and_technical_consultancy_services
EDC/2023/3838 Early Learning and Childcare Flexible Framework (Nurseries) The provision of early learning and childcare services.,preschool_education_services,preschool_education_services
"Scope 3 Carbon Emissions Annual Reporting DWP recently completed a Net Zero Carbon Strategic Review, which identified that 78% of DWP's emissions are Scope 3 (emissions that are not directly produced directly by an organisation but that they are indirectly responsible for, up and down the value chain), the majority of which are not currently being captured as part of the Department's GGC or ARA reporting.   These findings were presented to ET, where it was agreed that the Department should continue to measure, reduce, and report Scope 3 emissions.",environmental_management,environmental_management
Payment Service Providr Award of a Payment Service Provider to take secure payments for the sale of tram tickets. Direct award using the Crown Commercial Framework RM6118,banking_services,banking_services
"TD2096 - THE SUPPLY OF DOMESTIC 2 WHEELED REFUSE BINS Supply of Domestic 2 wheeled Refuse Bins. Each bin will be complete with lids, wheels, solid axles and made from 100% recycled HPDE or virgin polymer. Initial 3 year term with option to extend for a further 2 years. Value is based on full 5 year term.",road_equipment,road_equipment
Works to repair the drainage at Avondale Health Centre Works to repair the drainage at Avondale Health Centre,building_demolition_and_wrecking_work_and_ear,building_demolition_and_wrecking_work_and_ear
Planned Investment Framework 2023 Notting Hill Genesis (NHG) is seeking to award a Framework Agreement for the provision on Planned Investment works. The Framework will comprise of 3 Lots as follows: •Lot 1 – Planned Investment - Building Envelope and Communal Spaces •Lot 2 – Planned Investment - Kitchen and Bathroom Replacements •Lot 2 – Planned Investment - Retrofit and Decarbonisation,building_construction_work,building_construction_work
"GB-London: Engaging the experience and expertise of those with care experience We require a short guide to support councils and other organisations who wish to work with those with care experience for the purposes of co-production, consultation, training or other forms of engagement in which a person's lived experience of children's social care is a key part of the expertise they bring. This follows feedback from some in the care experienced community who highlight poor practice in this area, including lack of payment and an expectation that traumatic experiences will be recounted. Additional information: The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.",administrative_services_of_agencies,administrative_services_of_agencies
"Barracuda Backup System Renewal - Direct Award via NHS SBS DWS Framework The current Barracuda arrangement is due to expire and for the purposes of continuity with the current infrastructure, a renewal with the same supplier is required. This can be achieved by conducting a direct award via the NHS Shared Business Services Digital Workplace Solutions framework (ref: SBS / 19 / AB / WAB / 9411 / 22)",computer_backup_services,computer_backup_services
OFF framework Residential placement - 318418 OFF framework Residential placement - 318418,social_work_services,supply_services_of_personnel_including_tempor
"Military Engineer Survey Equipment - Contracts Finder - Awarded Contract This &apos;Contracts Finder - Awarded Contract&apos; Notice announces the procurement and through life support of military engineer survey equipment, including ancillaries and spares (Commercial Off the Shelf - COTS - equipment). It includes redacted Contract documents for Transparency purposes.",surveying_hydrographic_oceanographic_and_hydr,surveying_hydrographic_oceanographic_and_hydr
"NECS BMC Helix (SBS23-209) NECS (North of England Care System Support) has a requirement to purchase renewed BMC licencing until December 2025, based on the specification provided in the scope of services.",networking_software_package,networking_software_package
"GSS24110 - Electronic Components ***Please note this is an award notice, not a call for competition*** UK Research and Innovation (UKRI) had a requirement for Electronic Components. This procurement has been concluded via a Competitive Quotation (below threshold)",electronic_equipment,electronic_equipment
CT2116 Provision of Vehicle Chassis Pressure Washing/Cleaning Provider to carry out vehicle steam cleaning for the Derbyshire County Council mixed fleet of vehicles ranging from cars to 26T HGVs and winter maintenance vehicles.,repair_and_maintenance_services_of_motor_vehi,repair_and_maintenance_services_of_motor_vehi
(SBS23-195) NENC FENO Machines FENO Machines,,operating_techniques
"Gas Appliance Servicing & Repairs Contract for Periodic Servicing and Inspection and Responsive Maintenance of Individual and Communal Heating Appliances and Heating Installations, including Out of Hours Emergency Callout",repair_and_maintenance_services_of_machinery,repair_and_maintenance_services_of_machinery
"Provision of Periodic Fixed Wire Testing This contract is required for undertaking a planned programme of cyclical periodic fixed wire inspection, testing and certification to council owned, residential properties located in Derbyshire and the High Peak area, including remedial repairs required to installations detected as result of the Inspection. In addition to this requirement is the installation of hard wired smoke alarms and upgrading of electrical power supply to radon fans.",technical_inspection_and_testing_services,technical_inspection_and_testing_services
Equitas Academies Trust ~ Cleaning Tender The successful Supplier will be required to provide Cleaning services for Equitas Academies Trust.,cleaning_services,cleaning_services
2nd MRI Works at Lincoln County Hospital Refurbish and upgrade the existing building to facilitate the installation of a second MRI Scanner at Lincoln County Hospital Additional information:  Refurbish and upgrade the existing building to facilitate the installation of a second MRI Scanner at Lincoln County Hospital,building_construction_work,other_building_completion_work
"BT 1693 - Sustainability and Net Zero Business Support Luton Borough Council require a programme of business support that will help SMEs in reducing their carbon footprint and support the Council's aim to be carbon neutral by 2040, as stated in our 204 vision. Additionally it will promote the opportunities that open up due to introducing sustainability and good practice measures and introduce the skills to capitalise on them. The vast majority of Luton's businesses are SMEs, many of which have not started, or at a very early stage in their Net Zero journey. Tackling the climate emergency and becoming a net zero town with sustainable growth and a healthier environment is one of the 5 priorities within the Council's Luton 2040 vision. ",environmental_management,environmental_management
