ocid,release_date,start_date,end_date,country_name,buyer_name,title,description,first_code,first_text,first_score,second_code,second_text,second_score,third_code,third_text,third_score,fourth_code,fourth_text,fourth_score,fifth_code,fifth_text,fifth_score,tender_url
ocds-0c46vo-0020-sandwellmbc_7782,2024-02-01 22:14:13+00,,2024-02-07 00:00:00+00,UNITED KINGDOM,SANDWELL METROPOLITAN BOROUGH COUNCIL,Contact Centre Support Officer - ASC,"Job Title: Contact Centre Support OfficerRate of Pay: £12.18 per hourHours: 37 hoursLocation: Independent Living Centre, 100 Oldbury Road, Smethwick, B66 1JEStart Date: ASAPContract type: AgencyJob Description and Personnel Specification are attached, which also provides more information above the role.Brief description:Candidates must please have a DBS check in place to avoid delay.We are looking for Contact Centre Support Officers to join the Adult Social Care (Enquiry Team) on an agency basis, with potential placement up to 31 March 2024.The post involves delivering an enhanced customer experience that promotes wellbeing to local people in their local communities. The ideal candidate will have experience of working within a busy Contact Centre environment and will need to:•	deal with incoming calls and process requests for service from all customer enquiries across multiple channels,•	be an active Listener, with clear communication skills,•	have excellent IT skills as the role requires the use of numerous systems and applications.You must have GSCE English and Maths or equivalent qualifications.A standard DBS check is required for this role. Inside IR35.For further information on duties and responsibilities required please refer to the Job Description and Personnel Specification.Please can agencies send over a CV, 2x up to date references and a copy of Terms and Conditions. You must also include your agency on cost details to each submission.  Stated rates must be inclusive of all known costs.Please note this advert is also out with our Master VendorYou will receive further information regarding invoice terms if your candidate is appointed to this role.  Invoices must be sent electronically on a weekly basis to templink_1@sandwell.gov.uk along with your workers authorised timesheet supplied by your agency. Payments are then released 14 days from the date of the invoice.The Council will be using the In-tend e-Tendering System for this Procurement opportunity, please visit https://in-tendhost.co.uk/sandwellmbc to access the Sandwell MBC In-tend Supplier Portal.From here you will be able to register your company, express an interest in the opportunity, and gain immediate access to the related documents.To submit your documents, you will be required to opt in.For a Step by Step user guide to the Sandwell MBC In-tend Supplier Portal please click on the `Guidance for Suppliers` section of the website. All procurement responses must be carried out via the Sandwell MBC In-tend Supplier Portal.  If you require further assistance in respect of the system, please contact the In-tend support team on 0844 272 8810. Closing Date: Wednesday 7th February 2024 at 17:00pm",79620000,Supply services of personnel including temporary staff,62.2069,79610000,Placement services of personnel,9.0835,98510000,Services of commercial and industrial workers,4.9724,79410000,Business and management consultancy services,4.1355,75130000,Supporting services for the government,2.6452,https://in-tendhost.co.uk/sandwellmbc/aspx/ProjectManage/7782
ocds-0c46vo-0020-sandwellmbc_7783,2024-02-01 22:14:13+00,,2024-02-07 00:00:00+00,UNITED KINGDOM,SANDWELL METROPOLITAN BOROUGH COUNCIL,Income Recovery Officer (Income Management),"Job Title: Income Recovery OfficerRate of Pay: £15.17 per hourHours: 37 hours per weekLocation: Sandwell Council House, Freeth Street, Oldbury, B69 3DE Start Date: ASAPContract type: Agency Job Description and Personnel Specification are attached, which also provides more information above the role.Brief description:*Income Recovery experience is essential. *Candidates would need to attend Sandwell Council House, Oldbury for training 5 days per week (9am - 5pm) for the first 8 weeks. We are looking for Income Recovery Officers for an opportunity to join a highly efficient and professional service that places itself in a strong position to meet the challenges and demands of maximising income collection and sustaining tenancies at every opportunity.The Service is responsible for managing, monitoring and recovering arrears of rent and other housing related charges from current and former tenants. A key objective is to combine the effective recovery of arrears with the provision of a high-quality customer-focused advice, assistance and support service. You will be a key player in ensuring prompt and effective early action is taken to control and recover outstanding arrears to eviction stage and other associated debts.•	Literacy level 2 (or equivalent) and Numeracy Level 2 (or equivalent)•	A minimum of 2 years’ experience of working in a rent arrears recovery/income collection environment•	Excellent negotiation and communication skills•	Excellent customer service skills•	Ability to work with minimal supervision•	A performance-driven work ethos•	A desire to help customers to sustain their tenancies•	Highly organised and understand the importance of attention to detail•	A good working knowledge of arrears management procedures and processes•	Ability to use own initiative when supporting vulnerable customers and dealing with complex arrears cases •	A good working knowledge of Universal Credit•	Knowledge of Local AuthorityPlease can the agencies send over a CV, 2x up to date references and a copy of Terms and Conditions. You must include your agency on cost details to each submission.  Stated rates must be inclusive of all known costs.No DBS is required for this role, inside IR35.Please note this advert is also out with our Master VendorYou will receive further information regarding invoice terms if your candidate is appointed to this role.  Invoices must be sent electronically on a weekly basis to templink_1@sandwell.gov.uk along with your workers authorised timesheet supplied by your agency. Payments are then released 14 days from the date of the invoice.The Council will be using the In-tend e-Tendering System for this Procurement opportunity, please visit https://in-tendhost.co.uk/sandwellmbc to access the Sandwell MBC In-tend Supplier Portal.From here you will be able to register your company, express an interest in the opportunity, and gain immediate access to the related documents.To submit your documents, you will be required to opt in.For a Step by Step user guide to the Sandwell MBC In-tend Supplier Portal please click on the `Guidance for Suppliers` section of the website. All procurement responses must be carried out via the Sandwell MBC In-tend Supplier Portal.  If you require further assistance in respect of the system, please contact the In-tend support team on 0844 272 8810. Closing Date: Wednesday 7th February 2024 at 17:00pm",79620000,Supply services of personnel including temporary staff,64.9122,79610000,Placement services of personnel,11.2804,75130000,Supporting services for the government,3.3955,98510000,Services of commercial and industrial workers,3.248,79630000,Personnel services except placement and supply services,2.1721,https://in-tendhost.co.uk/sandwellmbc/aspx/ProjectManage/7783
ocds-0c46vo-0020-sandwellmbc_7693,2024-01-05 22:19:19+00,,2024-01-09 00:00:00+00,UNITED KINGDOM,SANDWELL METROPOLITAN BOROUGH COUNCIL,Assistant Director – Adult Social Care,"Job Title: Assistant Director– Adult Social CareRate of Pay: £485 day rate inclusive of feesHours: 37 hours per weekLocation: Sandwell Council House, Freeth Street, Oldbury, B69 3DE.Start Date: ASAPContract type: AgencyJob Description and Personnel Specification are attached, which also provides more information above the role.Brief description:We are looking for an Assistant Director for Adult Social Care for 3 months.It’s an exciting time here at Sandwell Council. We’ve set out ambitious plan to help us achieve our vision that by 2030, Sandwell is a thriving, optimistic and resilient community. It’s where we call home and where we’re proud to belong - where we choose to bring up our families, where we feel safe and cared for, enjoying good health, rewarding work, feeling connected and valued in our neighbourhoods and communities, confident in the future, and benefiting fully from a revitalised West Midlands.This is a chance to make your mark and drive the transformation of a place with tremendous potential. You will be responsible for Operational Adult Social Care which includes the programmes, policies and services which promote independence, encourage choice, support vulnerable people and seek to protect our residents. The Operational management - includes Therapy, Hospital, Mental Health, Social Work Therapy and Safeguarding teams.  The successful candidate will have senior management responsibility for the Integrated Hub/Reablement, LPS and CQC inspections therefore you will understand how to deliver effective leadership, build good stakeholder relationships and develop a strategically aligned and values based organisational culture in order to achieve high quality outcomes.We are looking for someone with:-	Final professional qualification(s) in a relevant discipline related to the service areas/functions or significant working experience in the services relevant to this post.-	Evidence of management competencies.Enhanced Adults DBS and Social Work England qualification required.Please can the agencies send over a CV, 2x up to date references and a copy of Terms and Conditions. You will also need to include your agency on cost details to each submission.  Stated rates must be inclusive of all known costs.Please note this advert is also out with our Master VendorYou will receive further information regarding invoice terms if your candidate is appointed to this role.  Invoices must be sent electronically on a weekly basis to templink_1@sandwell.gov.uk along with your workers authorised timesheet supplied by your agency. Payments are then released 14 days from the date of the invoice.The Council will be using the In-tend e-Tendering System for this Procurement opportunity, please visit https://in-tendhost.co.uk/sandwellmbc to access the Sandwell MBC In-tend Supplier Portal.From here you will be able to register your company, express an interest in the opportunity, and gain immediate access to the related documents.To submit your documents, you will be required to opt in.For a Step by Step user guide to the Sandwell MBC In-tend Supplier Portal please click on the `Guidance for Suppliers` section of the website. All procurement responses must be carried out via the Sandwell MBC In-tend Supplier Portal.  If you require further assistance in respect of the system, please contact the In-tend support team on 0844 272 8810. Closing Date: Tuesday 9th January at 17:00pm",79620000,Supply services of personnel including temporary staff,60.3653,79410000,Business and management consultancy services,8.0871,79610000,Placement services of personnel,7.8716,85310000,Social work services,2.6742,79630000,Personnel services except placement and supply services,2.6279,https://in-tendhost.co.uk/sandwellmbc/aspx/ProjectManage/7693
ocds-0c46vo-0020-sandwellmbc_7277,2023-08-30 23:04:40+00,,2023-09-01 00:00:00+00,UNITED KINGDOM,SANDWELL METROPOLITAN BOROUGH COUNCIL,Income Recovery Officer WL300823,"Job Title: Income Recovery OfficerRate of Pay: £14.17 per hourHours: 37 hours per weekLocation: Sandwell Council House, Freeth Street, Oldbury, B69 3DE / HybridStart Date: ASAPContract type: Agency Job Description and Personnel Specification are attached, which also provides more information above the role.Brief description:We are looking for Income Recovery Officers for an opportunity to join a highly efficient and professional service that places itself in a strong position to meet the challenges and demands of maximising income collection and sustaining tenancies at every opportunity.The Service is responsible for managing, monitoring and recovering arrears of rent and other housing related charges from current and former tenants. A key objective is to combine the effective recovery of arrears with the provision of a high-quality customer-focused advice, assistance and support service. You will be a key player in ensuring prompt and effective early action is taken to control and recover outstanding arrears to eviction stage and other associated debts.•	Literacy level 2 (or equivalent) and Numeracy Level 2 (or equivalent)•	A minimum of 2 years’ experience of working in a rent arrears recovery/income collection environment•	Excellent negotiation and communication skills•	Excellent customer service skills•	Ability to work with minimal supervision•	A performance-driven work ethos•	A desire to help customers to sustain their tenancies•	Highly organised and understand the importance of attention to detail•	A good working knowledge of arrears management procedures and processes•	Ability to use own initiative when supporting vulnerable customers and dealing with complex arrears cases •	A good working knowledge of Universal CreditPlease can the agencies send over a CV, 2x up to date references and a copy of Terms and Conditions. You must include your agency on cost details to each submission.  Stated rates must be inclusive of all known costs.No DBS is required for this role, inside IR35.Please note this advert is also out with our Master VendorYou will receive further information regarding invoice terms if your candidate is appointed to this role.  Invoices must be sent electronically on a weekly basis to templink_1@sandwell.gov.uk along with your workers authorised timesheet supplied by your agency. Payments are then released 14 days from the date of the invoice.The Council will be using the In-tend e-Tendering System for this Procurement opportunity, please visit https://in-tendhost.co.uk/sandwellmbc to access the Sandwell MBC In-tend Supplier Portal.From here you will be able to register your company, express an interest in the opportunity, and gain immediate access to the related documents.To submit your documents, you will be required to opt in.For a Step by Step user guide to the Sandwell MBC In-tend Supplier Portal please click on the `Guidance for Suppliers` section of the website. All procurement responses must be carried out via the Sandwell MBC In-tend Supplier Portal.  If you require further assistance in respect of the system, please contact the In-tend support team on 0844 272 8810. Closing Date: Friday 1st September 2023 at 17:00pm",79620000,Supply services of personnel including temporary staff,70.951,79610000,Placement services of personnel,10.5591,98510000,Services of commercial and industrial workers,3.2176,75130000,Supporting services for the government,2.946,79410000,Business and management consultancy services,1.5116,https://in-tendhost.co.uk/sandwellmbc/aspx/ProjectManage/7277
ocds-0c46vo-0020-sandwellmbc_7281,2023-08-30 23:04:40+00,,2023-09-01 00:00:00+00,UNITED KINGDOM,SANDWELL METROPOLITAN BOROUGH COUNCIL,Lead Health & Safety Officer,"Job Title: Lead Health & Safety OfficerRate of Pay: £19.85Hours: 37 hours per weekLocation: Sandwell Council House, Freeth Street, Oldbury, B69 3DE / HybridStart Date: ASAPContract type: AgencyJob Description and Personnel Specification are attached, which also provides more information above the role.Brief description:An exciting opportunity has arisen for a Lead Health and Safety Officer to join the Quality and Safety Team in Adult Social Care at Sandwell Council. This is a time-limited role and will be to support and work alongside the existing Lead Health and Safety Officer on assessing and promoting health and safety compliance in commissioned social care provision, for example, in care homes and day centres. Applicants with the necessary qualification are encouraged to apply. Please see the Job Description & Personnel Specification for more details.Post requirements:•	N.E.B.O.S.H Certificate, N.E.B.O.S.H. Diploma (or studying towards) or NVQ in Occupational Health and Safety Practice (Level 4).•	Minimum 3 years as a practising health and safety adviser.•	Able to demonstrate good written and verbal communication skills.•	Experience of delivering health and safety training courses.•	Experience of developing health and safety policies and procedures.•	A detailed knowledge of health and safety legislation, and its impact/implementation.•	Sound knowledge of auditing health and safety management systems.This post requires an Enhanced Adults DBS.Please can agencies send over a CV, 2x up to date references and a copy of Terms and Conditions. You must include your agency on cost details to each submission.  Stated rates must be inclusive of all known costs.Please note this advert is also out with our Master VendorYou will receive further information regarding invoice terms if your candidate is appointed to this role.  Invoices must be sent electronically on a weekly basis to templink_1@sandwell.gov.uk along with your workers authorised timesheet supplied by your agency. Payments are then released 14 days from the date of the invoice.The Council will be using the In-tend e-Tendering System for this Procurement opportunity, please visit https://in-tendhost.co.uk/sandwellmbc to access the Sandwell MBC In-tend Supplier Portal.From here you will be able to register your company, express an interest in the opportunity, and gain immediate access to the related documents.To submit your documents, you will be required to opt in.For a Step by Step user guide to the Sandwell MBC In-tend Supplier Portal please click on the `Guidance for Suppliers` section of the website. All procurement responses must be carried out via the Sandwell MBC In-tend Supplier Portal.  If you require further assistance in respect of the system, please contact the In-tend support team on 0844 272 8810. Closing Date: Friday 1st September 2023 at 17:00pm",71310000,Consultative engineering and construction services,25.214,85140000,Miscellaneous health services,22.3506,79620000,Supply services of personnel including temporary staff,16.6719,79410000,Business and management consultancy services,9.2191,79630000,Personnel services except placement and supply services,3.0017,https://in-tendhost.co.uk/sandwellmbc/aspx/ProjectManage/7281
ocds-0c46vo-0020-sandwellmbc_7202,2023-08-07 23:22:16+00,,2023-08-09 00:00:00+00,UNITED KINGDOM,SANDWELL METROPOLITAN BOROUGH COUNCIL,Senior Information Governance and Investigations Officer SA,"Job title: Senior Information Governance and Investigations OfficerRate of pay: £19.85 - £22.56 per hour (Inside IR35)Hours: 37 hours per week Location: Hybrid/Oldbury Council HouseStart date: ASAPContract type: Temporary (Agency) 8 weeks with a view to extend Job Description and Personnel Specification are attached, which also provides more information above the role.Brief description:We are looking for a Senior Information Governance Officer to join our busy and supportive Governance and Regulatory team. The postholder will provide advice and guidance in relation to FOIs/SARs and wider data protection matters across the Council. The successful candidate will have 5 years’ experience of working in a complex environment, including 2 years’ experience of information governance, or data protection. The successful candidate will be expected to •	Provide advice in relation to complex requests under Freedom of Information Act 2000 and Environmental Information Regulations 2004 •	Provide advice in relation to UK GDPR and compliance with Individual Rights. •	Lead on specific project work relating to information governance within the team •	Conduct data breach investigations in order to determine whether they are reportable to the ICO in conjunction with the DPO.  •	Be an active member of the Council’s Information Governance Board and support and promote high standards of information governance across the Council Please note this advert is also out with our Master VendorYou will receive further information regarding invoice terms if your candidate is appointed to this role.  Invoices must be sent electronically on a weekly basis to templink_1@sandwell.gov.uk along with your workers authorised timesheet supplied by your agency. Payments are then released 14 days from the date of the invoice.The Council will be using the In-tend e-Tendering System for this Procurement opportunity, please visit https://in-tendhost.co.uk/sandwellmbc to access the Sandwell MBC In-tend Supplier Portal.From here you will be able to register your company, express an interest in the opportunity, and gain immediate access to the related documents.To submit your documents, you will be required to opt in.For a Step by Step user guide to the Sandwell MBC In-tend Supplier Portal please click on the `Guidance for Suppliers` section of the website. All procurement responses must be carried out via the Sandwell MBC In-tend Supplier Portal.  If you require further assistance in respect of the system, please contact the In-tend support team on 0844 272 8810. Closing Date: Wednesday 9th August 2023 at 12pm.",79620000,Supply services of personnel including temporary staff,58.9527,79410000,Business and management consultancy services,7.7857,72220000,Systems and technical consultancy services,6.4201,75130000,Supporting services for the government,4.5788,79610000,Placement services of personnel,3.7171,https://in-tendhost.co.uk/sandwellmbc/aspx/ProjectManage/7202
ocds-0c46vo-0020-sandwellmbc_7211,2023-08-08 22:14:05+00,,2023-08-11 00:00:00+00,UNITED KINGDOM,SANDWELL METROPOLITAN BOROUGH COUNCIL,Nursery Officer SA 080823,"Nursery OfficerRate of Pay: Band C, £11.18 per hour (PAYE)Hours: See advert below for more detailsLocation: Sandwell Council House, Freeth Street, Oldbury.Start Date: ASAP Contract type: AgencyThe Workplace nursery is looking to employ an enthusiastic level 3 nursery officer join our outstanding team in order to offer one to one support to a child with moderate sight loss and developmental delay.  This is for 15 hours per week term time only.  We have one post that is 15 hours: Monday to Wednesday 5 hours per day and a second post to work 15 hours: Monday, Thursday and Friday 8:15am – 1:15pmPlease can you send over available CV’s for us to review. You will also need to include your agency on cost details to each submission.  An Enhanced Barring Children’s DBS check will be required for this role.This role falls inside of IR35.Closing Date: 12pm on Friday 11th August 2023",79620000,Supply services of personnel including temporary staff,39.9314,85310000,Social work services,13.0945,98510000,Services of commercial and industrial workers,7.5719,85320000,Social services,6.6188,79610000,Placement services of personnel,3.4211,https://in-tendhost.co.uk/sandwellmbc/aspx/ProjectManage/7211
ocds-0c46vo-0020-sandwellmbc_7213,2023-08-09 22:45:01+00,,2023-08-11 00:00:00+00,UNITED KINGDOM,SANDWELL METROPOLITAN BOROUGH COUNCIL,Interim Director of Housing,"Job Title Interim Director of HousingRate of Pay: Up to £1000 per day (Inside IR35)Hours: 3-4 Days per week Location: Expected to work in the office 3 days per week at Sandwell Council House, OldburyStart Date: ASAPContract type: Temporary 4-6 monthsJob Description and Personnel Specification are attached, which also provides more information above the role.Brief description:We are looking to recruit an interim Director of Housing for a period of potentially 4 to 6 months on a temporary basis.The successful candidate will need to work in the office at Sandwell Council House, Oldbury at least 3 days per week.Candidates need to have to a full understanding of housing compliance, regulatory issues, decent standards, procuring and rolling out of a housing assets management system, worked at a senior level in a housing department or former CEX of Housing association, strong leadership skills and ability and experience to deliver transformational changeThe top key focuses for the Director of Housing role currently are 1) compliance/regulatory – ensuring we are safe and within the law 2) consistent and improving customer service standards 3) grip and governance over all projects and programmes.See JD and PS attached for further information.CVs required urgently.  Please can the agencies send over a CV, 2x up to date references and a copy of Terms and Conditions. You will also need to include your agency on cost details to each submission.  Stated rates must be inclusive of all known costs.No DBS is required for this role. Please note this advert is also out with our Master VendorYou will receive further information regarding invoice terms if your candidate is appointed to this role.  Invoices must be sent electronically on a weekly basis to templink_1@sandwell.gov.uk along with your workers authorised timesheet supplied by your agency. Payments are then released 14 days from the date of the invoice.The Council will be using the In-tend e-Tendering System for this Procurement opportunity, please visit https://in-tendhost.co.uk/sandwellmbc to access the Sandwell MBC In-tend Supplier Portal.From here you will be able to register your company, express an interest in the opportunity, and gain immediate access to the related documents.To submit your documents, you will be required to opt in.For a Step by Step user guide to the Sandwell MBC In-tend Supplier Portal please click on the `Guidance for Suppliers` section of the website. All procurement responses must be carried out via the Sandwell MBC In-tend Supplier Portal.  If you require further assistance in respect of the system, please contact the In-tend support team on 0844 272 8810. Closing Date: Friday 11th August 2023 10:00am",79620000,Supply services of personnel including temporary staff,85.2951,79610000,Placement services of personnel,5.9743,98510000,Services of commercial and industrial workers,1.8907,75130000,Supporting services for the government,1.0541,71310000,Consultative engineering and construction services,0.8098,https://in-tendhost.co.uk/sandwellmbc/aspx/ProjectManage/7213
ocds-0c46vo-0020-sandwellmbc_7399,2023-10-27 12:19:33+00,,2023-11-30 00:00:00+00,UNITED KINGDOM,SANDWELL METROPOLITAN BOROUGH COUNCIL,Sandwell Valley Country Park Festival,"Sandwell Metropolitan Borough Council is seeking a Festival organiser / promote to procure the rights to deliver a festival over 4 days (or two sets of two days) at Sandwell Valley Showground, using Dartmouth Park as a walk through to the festival (and further opportunity for three years.",79950000,"Exhibition, fair and congress organisation services",72.9182,92330000,Recreational-area services,3.5863,79340000,Advertising and marketing services,2.0902,92620000,Sport-related services,1.9217,55520000,Catering services,1.8303,https://in-tendhost.co.uk/sandwellmbc/aspx/ProjectManage/7399
ocds-0c46vo-0020-sandwellmbc_7268,2023-08-29 23:14:27+00,,2023-09-10 00:00:00+00,UNITED KINGDOM,SANDWELL METROPOLITAN BOROUGH COUNCIL,"Quotation for Supply of fireworks display at Dartmouth Park, West Bromwich","This is an Invitation to Quote with information, instructions and guidance provided in this document, following consideration of which the Quotation submission should be completed and returned by all suppliers who wish to quote for the requirement described in the following pages. If not relevant, please state n/a.OverviewThis is an Invitation to Quote with information, instructions and guidance provided in this document, following consideration of which the Quotation submission should be completed and returned by all suppliers who wish to quote for the requirement described in the following pages. If not relevant, please state n/a.OverviewSandwell Metropolitan Borough Council is hosting a celebration weekend with a modern and musical firework display on Saturday November 4, 2023Date -Saturday 4 November 2023However, this is not a guaranteed requirement that the council will procure all the above and may be subject to change.Term of ContractThe contract period for supply will be for the duration of the above period.   Questions and Contact DetailsAll requests for clarifications (whether in relation to this document, the requirement or the Quotation submission) should be submitted as soon as possible via the In-Tend Supplier Portal.A copy of all questions and answers raised will be visible to all recipients of the invitation to Quote. If the Applicant expresses that the question is confidential and the Council agree that it is then the response will be sent only to the Applicant raising the question.The Council will make available via the In-Tend Supplier Portal complete list of answers to all questions submitted by Applicants (up to and including) 4 September at 17:00hrs.Questions received after this date may not be answered.If you do not wish to submit a Quotation, please notify the Council via the In-Tend Supplier Portal quoting the Quotation reference number.  Under no circumstances should you pass this document on to a third party. 2. REQUIREMENT (including Specification)This section provides Applicants with as much detail as possible regarding the requirements and will help Applicants to compile their Quotation submission, and provides a specification for the services.Service SpecificationSupply of fireworks display at Dartmouth Park, West Bromwich, 4 November 2022Sandwell Metropolitan Borough Council is hosting a weekend of exciting illuminations, play by night, and a finale of fireworks and live entertainment We require quotations from suitable suppliers to deliver the display. It is anticipated the displayed will attract an audience of around 10,000 people.The council’s event team are looking to procure the following:The supply, delivery, installation, firing, supervision and removal of fireworks at the park - where a minimum of a 25-minute multi-faceted display would be held with fireworks choreographed to music including a grand finale firing. There is also scope to include fire sculpture within the bid.The successful bidder will have membership of the British Pyrotechnic Association, the CBI Explosive Industry Group or equivalent.The successful tender will be awarded to a company that will provide all necessary transport, equipment, personnel, and material for set up, fireworks display performance, and break down. The scheduled time of the launching will be approximately 8pm. There shall be a three-phase display with an opener no less than one minute, a main body of the show lasting no less than eighteen minutes, and a finale lasting no less than three minutes. All fireworks to be included in the presentation are to be of premium quality. No consumer grade fireworks are to be used. Companies should agree to set up and deliver the fireworks display in accordance within BPA Guidelines and observe the safety recommendations outlined in working together on firework displays produces by the CBI Explosives Industry Group. All methods of working, paperwork and safe practices will be reviewed by the multi-agency Sandwell Safety Advisory Group.The Following Levels of Training are required;-•	BPA level 2 for the senior firer and BPA level 1 for any assistants assisting in the display.•	The company must have a DGSA (dangerous goods safety advisor)•	The company must have ADR qualified drivers (number 2-6 we will require proof as either a certificate or Identify Card)The successful company will be required to visit site with the event organiser to assess site and produce site specific risk assessment outlined below:Supporting documentation required;1.	Copy of the Company’s Health and Safety Policy and generic risk assessment detailing any hazards to risks associated with the work to be carried out.2.	Site specific risk assessment will be required from the successful tenderer which includes the nature of the site, the fireworks chosen for the event/site and the rigging and firing methods used. This should be provided 4 weeks before event date.3.	A copy of the Public Liability Insurance Certificate, which must be for a minimum of £5 million.4.	Audio Visual Evidence of the of Company’s work.5.	Details of displays carried out in the last 2 years with names and contact details of event organisers.6.	Two testimonials from recent previous clients.The budget for the fireworks is between £25,000 and £35,000, and bidders are required to submit: 1.	Options based on pricing between £25,000 and £35,000. 2.	A full breakdown of those options, costed against each, so it can be measured against other bidders. Please note the council reserve the right to reject any supplier that are not compatible with the above functionality",92360000,Pyrotechnic services,41.665,24610000,Prepared explosives,31.7838,79950000,"Exhibition, fair and congress organisation services",3.3059,71310000,Consultative engineering and construction services,1.8825,35110000,"Firefighting, rescue and safety equipment",1.3894,https://in-tendhost.co.uk/sandwellmbc/aspx/ProjectManage/7268
ocds-0c46vo-0020-sandwellmbc_7222,2023-08-11 23:39:27+00,,2023-08-21 00:00:00+00,UNITED KINGDOM,SANDWELL METROPOLITAN BOROUGH COUNCIL,Adult Social Worker (Safeguarding Team) - 11/8/23 -SJA,"Social Worker (Safeguarding)Rate of Pay: £24.00 up to £28.00 Per hourHours: 37 hours per week, you are required to work the core hours of the business, Monday to Thursday 9.00-5.30 pm and Fridays 9.00-5.00pm.Start Date: ASAPContract type: Agency – 12 weeksJob Description and Personnel Specification are attached, which also provides more information above the role.Brief description:Temporary Social Workers required in the Sandwell Safeguarding Adults Team. You are required to work the core hours of the business, Monday to Thursday 9.00-5.30 pm and Fridays 9.00-5.00pm. The safeguarding team is looking for a full time qualified, experienced and competent social worker to work in a busy safeguarding team. You will be required to support the team in responding to safeguarding referrals relating to our Sandwell residents. The safeguarding team is a busy team and you must demonstrate a sound knowledge and understanding of relevant legislation and guidance, having applied safeguarding procedures in your practice. The candidate must hold a Degree in Social Work, Dip SW, CQSW or Equivalent. An Enhanced Barring Adults DBS is required, and candidate must be SWE registered (HCPC).You must be able to travel around Sandwell independently and undertake visits at short notice as required. Ideally have access to a lap top and a spare mobile handset mobile (work SIM provided) to support current working from home arrangements. We require the position filled immediately thus immediate start.An Enhanced Barring Adults/Children’s DBS is required for this role.This role falls inside of IR35.This role may require you to travel across the Borough of Sandwell.  If so, a driving licence check, including proof of business insurance and MOT will be required.Please can the agencies send over a CV, 2x up to date references and a copy of Terms and Conditions. You will also need to include your agency on cost details to each submission.  Stated rates must be inclusive of all known costs.Please note this advert is also out with our Master VendorYou will receive further information regarding invoice terms if your candidate is appointed to this role.  Invoices must be sent electronically on a weekly basis to templink_1@sandwell.gov.uk along with your workers authorised timesheet supplied by your agency. Payments are then released 14 days from the date of the invoice.The Council will be using the In-tend e-Tendering System for this Procurement opportunity, please visit https://in-tendhost.co.uk/sandwellmbc to access the Sandwell MBC In-tend Supplier Portal.From here you will be able to register your company, express an interest in the opportunity, and gain immediate access to the related documents.To submit your documents, you will be required to opt in.For a Step by Step user guide to the Sandwell MBC In-tend Supplier Portal please click on the `Guidance for Suppliers` section of the website. All procurement responses must be carried out via the Sandwell MBC In-tend Supplier Portal.  If you require further assistance in respect of the system, please contact the In-tend support team on 0844 272 8810. Closing Date: Monday 21 August 2023 at 5.00pm",79620000,Supply services of personnel including temporary staff,40.6299,85320000,Social services,13.1479,85310000,Social work services,12.6752,85140000,Miscellaneous health services,8.5001,98510000,Services of commercial and industrial workers,6.225,https://in-tendhost.co.uk/sandwellmbc/aspx/ProjectManage/7222
ocds-0c46vo-0020-sandwellmbc_7223,2023-08-11 23:39:27+00,,2023-08-21 00:00:00+00,UNITED KINGDOM,SANDWELL METROPOLITAN BOROUGH COUNCIL,Customer Service Advisor (11/8/23 - SJA),"Customer Service Advisor Rate of Pay: Band D, £12.02 per hour (PAYE)Hours: 37 Hours per weekLocation: 100 Oldbury Road, Smethwick, B66 1JEStart Date: ASAPContract type: Agency Job Description and Personnel Specification are attached, which also provides more information above the role.Brief description:An opportunity has arisen for two Customer Service Advisor’s to join the Adult Social Care Enquiry Team on a temporary basis.This role is for 37 hours per week and the service operates 9am to 5.30pm Monday to Thursday and 9am to 5pm on Fridays. The Enquiry service operates a hybrid working approach. The post involves delivering an enhanced customer experience to people accessing Adult Social Care, that promotes wellbeing to local people in their local communities. The ideal candidate will have experience of working within a busy Contact Centre environment and will need to:•	deal with incoming calls and process requests for services from all customer 		enquiries across multiple channels,•	be an active listener, with clear communication skills,•	have excellent IT skills as the role requires the use of numerous systems and 	applications•	be able to offer a service focused on customer experience and care•	You must have GSCE English and Maths or an equivalent qualificationA standard DBS check is required for this role.This role will also fall inside of IR35 Please can the agencies send over a CV, 2x up to date references and a copy of Terms and Conditions. You will also need to include your agency on cost details to each submission.  Stated rates must be inclusive of all known costs.Please note this advert is also out with our Master VendorYou will receive further information regarding invoice terms if your candidate is appointed to this role.  Invoices must be sent electronically on a weekly basis to templink_1@sandwell.gov.uk along with your workers authorised timesheet supplied by your agency. Payments are then released 14 days from the date of the invoice.The Council will be using the In-tend e-Tendering System for this Procurement opportunity, please visit https://in-tendhost.co.uk/sandwellmbc to access the Sandwell MBC In-tend Supplier Portal.From here you will be able to register your company, express an interest in the opportunity, and gain immediate access to the related documents.To submit your documents, you will be required to opt in.For a Step by Step user guide to the Sandwell MBC In-tend Supplier Portal please click on the `Guidance for Suppliers` section of the website. All procurement responses must be carried out via the Sandwell MBC In-tend Supplier Portal.  If you require further assistance in respect of the system, please contact the In-tend support team on 0844 272 8810. Closing Date: Monday 21 August 2023 at 3.00pm",79620000,Supply services of personnel including temporary staff,63.2189,79610000,Placement services of personnel,9.2534,79410000,Business and management consultancy services,7.5645,79340000,Advertising and marketing services,3.6021,75130000,Supporting services for the government,2.2881,https://in-tendhost.co.uk/sandwellmbc/aspx/ProjectManage/7223
